Name,Type,Grade,Rating,Location,,,,,,,
"Damn the Lieback, Full Stem Ahead!","Rock, Trad",5.10b,1,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
Hundra Scundra,"Rock, Trad",5.10b,1.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Satisfaction Wall,,,,,,,
Cowboy Love,"Rock, Trad",5.10b,2,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Underfling,"Rock, Trad",5.10b/c,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
"Undeserved, The","Rock, Trad",5.10b/c,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
To Punch a Pterodactyl,"Rock, Trad",5.10c,3,west virginia>coopers rock state forest>roadside>sunset wall area>Sunset Wall,,,,,,,
And God Created All Men Equal,"Rock, Trad",5.10c,2,west virginia>seneca rocks>Lower Slabs,,,,,,,
Know Fair,"Rock, Trad",5.10c,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
Witchy Way,"Rock, Trad",5.10c,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
Malevolence,"Rock, Trad",5.10c,3.5,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Psycho Warfare,"Rock, Trad",5.10c,2,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Helter Skelter,"Rock, Trad",5.10c,3,"west virginia>seneca rocks>North Peak, East Face",,,,,,,
Pedro's Problem,"Rock, Trad",5.10c,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Right to the Left  (A Thought Forgotten ),"Rock, Trad",5.10c,2.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Nip and Tuck,"Rock, Trad",5.10c,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Ziggerknot,"Rock, Trad",5.10c,1.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Unnamed (Traddies Have Landed),"Rock, Trad",5.10c,3,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Get a Haircut Doug,"Rock, Trad",5.10c,2,west virginia>the new river gorge>meadow river gorge>south side crags>Orange Wall,,,,,,,
Yesterdaze,"Rock, Trad",5.10c,4,west virginia>the new river gorge>meadow river gorge>upper meadow>6. Cambodia,,,,,,,
"Underdiddled, The","Rock, Trad",5.10c,2,west virginia>the new river gorge>new river gorge proper>Ambassador Buttress,,,,,,,
Labor Day,"Rock, Trad",5.10c,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Maranatha,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>bridge area>Maranatha Area,,,,,,,
Esse Crack,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>bridge area>Promised Area,,,,,,,
Gemini Crack - Left,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>bridge area>Promised Area,,,,,,,
"Icon of Control, The","Rock, Trad",5.10c,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Bimbo Buttress,,,,,,,
Back in the Saddle,"Rock, Trad",5.10c,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
Aquariun Conspiracy,"Rock, Trad",5.10c,2,west virginia>the new river gorge>new river gorge proper>endless wall>C) Fern Cirque,,,,,,,
Can I Do It Till I Need Glasses,"Rock, Trad",5.10c,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Crimes of Fashion,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Wire Train,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Rock Lobster,"Rock, Trad",5.10c,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Between Coming and Going,"Rock, Trad",5.10c,1,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
Mowed out mama,"Rock, Trad",5.10c,2,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
Celibate Mallard,"Rock, Trad",5.10c,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
Spiderwalk,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>fern buttress>2) Monolith Wall,,,,,,,
Bisect,"Rock, Trad",5.10c,2,west virginia>the new river gorge>new river gorge proper>fern buttress>7) Orchard Wall,,,,,,,
Rapscallion's Blues,"Rock, Trad",5.10c,3.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Faith Crack,"Rock, Trad",5.10c,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Zealous Area,,,,,,,
Fire,"Rock, Trad",5.10c,1.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Fire and Ice Buttress,,,,,,,
Guillotine,"Rock, Trad",5.10c,3,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Question of Integrity,"Rock, Trad",5.10c,2,west virginia>the new river gorge>summersville and gauley river>Gauley Crag,,,,,,,
Indian Summer,"Rock, Trad",5.10c,3.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Pirate's Cove,,,,,,,
Six Gun Serenade,"Rock, Trad",5.10c,2,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
"Vertex, The","Rock, Trad",5.10c/d,2,west virginia>the new river gorge>new river gorge proper>bridge area>The Pinnacle,,,,,,,
Rigor Mortise,"Rock, Trad",5.10d,3,west virginia>bozoo>04. Rigor Wall,,,,,,,
Necromancer,"Rock, Trad",5.10d,3,west virginia>bozoo>07. Necro Wall,,,,,,,
Kosher Critter,"Rock, Trad",5.10d,1.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Manual Dexterity,"Rock, Trad",5.10d,2,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Chimpanzabubbas,"Rock, Trad",5.10d,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Two Edged Sword,"Rock, Trad",5.10d,3,west virginia>the new river gorge>new river gorge proper>bridge area>Maranatha Area,,,,,,,
Little Creatures,"Rock, Trad",5.10d,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Eat at the Wye,"Rock, Trad",5.10d,3,west virginia>the new river gorge>new river gorge proper>bubba city>Rainbow Ledge Area,,,,,,,
Manute Bol,"Rock, Trad",5.10d,3,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
Do the Funky Evan,"Rock, Trad",5.10d,3,west virginia>the new river gorge>new river gorge proper>endless wall>K) Scream Seam Area,,,,,,,
"Orgasmatron, The","Rock, Trad",5.10d,2,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
Mig Squadron,"Rock, Trad",5.10d,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
Toss that Beat in the Garbage Can,"Rock, Trad",5.10d,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>3) Workmen's Buttress,,,,,,,
Shiny Faces,"Rock, Trad",5.10d,3,west virginia>the new river gorge>new river gorge proper>fern buttress>7) Orchard Wall,,,,,,,
Jacuzzi Bop,"Rock, Trad",5.10d,2.5,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Churning in the Huecos,"Rock, Trad",5.10d,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Zealous,"Rock, Trad",5.10d,3.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Zealous Area,,,,,,,
"Bag, The","Rock, Trad",5.10d,2.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Butcher's Branch,,,,,,,
Fairtracer,"Rock, Trad",5.10d,4,west virginia>the new river gorge>new river gorge proper>kaymoor>Seven Eleven Wall,,,,,,,
"Bully, The","Rock, Trad",5.11-,3,west virginia>bozoo>04. Rigor Wall,,,,,,,
In A Silent Way,"Rock, Trad",5.11-,2,west virginia>bozoo>04. Rigor Wall,,,,,,,
Reading Braille,"Rock, Trad",5.11-,2,west virginia>bozoo>07. Necro Wall,,,,,,,
Skid Marks,"Rock, Trad",5.11+,1,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
Hooked on a Feeling,"Rock, Trad",5.11+,2,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Fat Crack and Beer,"Rock, Trad",5.11+,3,west virginia>the new river gorge>meadow river gorge>south side crags>The Brilliant Pebble,,,,,,,
International Incident,"Rock, Trad",5.11+,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Share the Earth,"Rock, Trad",5.11+,3,west virginia>the new river gorge>new river gorge proper>fern buttress>9) Star Trek Wall,,,,,,,
Grass Route,"Rock, Trad",5.11a,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
Muscle Beach,"Rock, Trad",5.11a,3.5,west virginia>seneca rocks>South End,,,,,,,
Totem,"Rock, Trad",5.11a,2.5,west virginia>seneca rocks>South End,,,,,,,
Mongoose,"Rock, Trad",5.11a,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Sidewinder,"Rock, Trad",5.11a,4,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Spock's Brain,"Rock, Trad",5.11a,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Ambush,"Rock, Trad",5.11a,2.5,west virginia>seneca rocks>Southern Pillar,,,,,,,
Point Man,"Rock, Trad",5.11a,2.5,west virginia>seneca rocks>Southern Pillar,,,,,,,
Begoon/Cote,"Rock, Trad",5.11a,2,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Pigs from the Pit,"Rock, Trad",5.11a,1,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Pleasure Principles,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>Ambassador Buttress,,,,,,,
White Powerdrette,"Rock, Trad",5.11a,2,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Air,"Rock, Trad",5.11a,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>6) Middle Beauty,,,,,,,
Handsome and Well-Hung,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Raptured,"Rock, Trad",5.11a,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Face it Bubba,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Shear Strength,"Rock, Trad",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
King of Swing,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Kingfish,,,,,,,
Linear Encounters,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>A) Fern Point,,,,,,,
Mellifluous,"Rock, Trad",5.11a,4,west virginia>the new river gorge>new river gorge proper>endless wall>A) Fern Point,,,,,,,
"Diving Swan, The","Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>F) Flash Point Area,,,,,,,
Ovine Seduction,"Rock, Trad",5.11a,3,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Raging Waters,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Straight Up and Stiff,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Walking on the Moon,"Rock, Trad",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Scream Seam,"Rock, Trad",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>K) Scream Seam Area,,,,,,,
Sufficiently Wasted,"Rock, Trad",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>K) Scream Seam Area,,,,,,,
New Fangled Dangle,"Rock, Trad",5.11a,4,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
Sometimes a Great Notion,"Rock, Trad",5.11a,3,west virginia>the new river gorge>new river gorge proper>fern buttress>6) Thieves Area,,,,,,,
Surge Complex,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Fern Creek Direct,"Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>9a) Fern Creek Falls,,,,,,,
Amarillo Dawn,"Rock, Trad",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Cat Cliff,,,,,,,
Stuck In Another Dimension,"Rock, Trad",5.11a,4,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
"Shining, The","Rock, Trad",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
Honemeisters,"Rock, Trad",5.11a,2,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
As Surely as the Flower Blooms,"Rock, Trad",5.11a,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Pirate's Cove,,,,,,,
Marge,"Rock, Trad",5.11b,3.5,west virginia>bozoo>02. Simpson Wall,,,,,,,
Talon,"Rock, Trad",5.11b,3,west virginia>bozoo>07. Necro Wall,,,,,,,
Princess Snowbird,"Rock, Trad",5.11b,1,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Psycho Killer,"Rock, Trad",5.11b,4,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Snickers,"Rock, Trad",5.11b,2.5,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Drop Zone,"Rock, Trad",5.11b,3.5,west virginia>seneca rocks>South End,,,,,,,
Low Octane,"Rock, Trad",5.11b,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Time Flies,"Rock, Trad",5.11b,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Vietnam Veterans Against the Wall,"Rock, Trad",5.11b,3,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Welcome to the Meadow,"Rock, Trad",5.11b,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Moon Wall,,,,,,,
Blue Brains,"Rock, Trad",5.11b,2,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Chasin' the Wind,"Rock, Trad",5.11b,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>6) Middle Beauty,,,,,,,
Welcome to Beauty,"Rock, Trad",5.11b,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>8) Ram's Head,,,,,,,
Englishman's Crack,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Cumberland Blues,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Spectre,"Rock, Trad",5.11b,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>D) Idol Point,,,,,,,
Razor Sharp,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Arms Control,"Rock, Trad",5.11b,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
Idiotsyncracies,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
Recondite,"Rock, Trad",5.11b,4,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
May the 4th Be With You,"Rock, Trad",5.11b,2,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
Mr. Workman's Crack,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>fern buttress>3) Workmen's Buttress,,,,,,,
Grand Space,"Rock, Trad",5.11b,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Pleasure and Pain,"Rock, Trad",5.11b,3,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Reaching New Heights,"Rock, Trad",5.11b,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Ice,"Rock, Trad",5.11b,2,west virginia>the new river gorge>new river gorge proper>kaymoor>Fire and Ice Buttress,,,,,,,
Half & Half,"Rock, Trad",5.11b,1,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
Meat Puppets,"Rock, Trad",5.11b,3.5,west virginia>the new river gorge>new river gorge proper>Keeney's Buttress,,,,,,,
Big Bang,"Rock, Trad",5.11b,3.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Homer,"Rock, Trad",5.11c,3,west virginia>bozoo>02. Simpson Wall,,,,,,,
Dark Star,"Rock, Trad",5.11c,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
Superstition,"Rock, Trad",5.11c,4,west virginia>seneca rocks>South End,,,,,,,
"Changling, The","Rock, Trad",5.11c,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Trojans,"Rock, Trad",5.11c,3.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Hazmat,"Rock, Trad",5.11c,4,west virginia>the new river gorge>meadow river gorge>south side crags>Orange Wall,,,,,,,
Tatanka,"Rock, Trad",5.11c,4,west virginia>the new river gorge>meadow river gorge>south side crags>Orange Wall,,,,,,,
Dragon in Your Dreams,"Rock, Trad",5.11c,3.5,west virginia>the new river gorge>new river gorge proper>Ambassador Buttress,,,,,,,
New-veau Reach,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>Ambassador Buttress,,,,,,,
Steve Martin's Face,"Rock, Trad",5.11c,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
"Will To Power, The","Rock, Trad",5.11c,3.5,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Right Son of Thunder,"Rock, Trad",5.11c,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>7) Thunder Buttress,,,,,,,
A Touch of Tango,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
"Force, The","Rock, Trad",5.11c,2,west virginia>the new river gorge>new river gorge proper>bridge area>Maranatha Area,,,,,,,
Leave it to Jesus,"Rock, Trad",5.11c,4,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Leave it to Jesus Direct Finish,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Zygomatic,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Never Cry Tuna,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
Kline the Billy Goat,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>endless wall>O) Kline Wall,,,,,,,
"Nut Nut, the Squirrel.","Rock, Trad",5.11c,2,west virginia>the new river gorge>new river gorge proper>endless wall>P) Jacob's Ladder Area,,,,,,,
Optical Illusion,"Rock, Trad",5.11c,1.5,west virginia>the new river gorge>new river gorge proper>fern buttress>7) Orchard Wall,,,,,,,
Junk Yard Dog,"Rock, Trad",5.11c,3,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Nine Lives,"Rock, Trad",5.11c,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Jane Fonda‰Ûªs Total Body Workout,"Rock, Trad",5.11c,2.5,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
No Bolts Necessary,"Rock, Trad",5.11c/d,3,west virginia>coopers rock state forest>lower rock city>Jekyll and Hyde Area,,,,,,,
Direct Start to Chasin' the Wind,"Rock, Trad",5.11c/d,1,west virginia>the new river gorge>new river gorge proper>beauty mountain>6) Middle Beauty,,,,,,,
Thunderbolts,"Rock, Trad",5.11d,2,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Roof of Death,"Rock, Trad",5.11d,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Dresden Corner,"Rock, Trad",5.11d,4,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Preferred Dynamics,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Rockin' Robyn,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>bridge area>First Strike Area,,,,,,,
Agent Orange,"Rock, Trad",5.11d,4,west virginia>the new river gorge>new river gorge proper>bridge area>Maranatha Area,,,,,,,
Talking with Angels,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>bridge area>Maranatha Area,,,,,,,
"Whetterbox, The","Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>endless wall>A) Fern Point,,,,,,,
Static Line,"Rock, Trad",5.11d,2,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Back with My Kind,"Rock, Trad",5.11d,4,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
Preservation of Wildlife,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>fern buttress>3) Workmen's Buttress,,,,,,,
Grand Larceny,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>fern buttress>6) Thieves Area,,,,,,,
Nervous Bachelor,"Rock, Trad",5.11d,3,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Finger Crack in White Corner,"Rock, Trad",5.12-,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Blood Meridian,"Rock, Trad",5.12+,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Dead RÌÁibÌ©ad,"Rock, Trad",5.12+,3,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Upchouca,"Rock, Trad",5.12a,2,west virginia>coopers rock state forest>Roof Rocks,,,,,,,
"Bell, The","Rock, Trad",5.12a,4,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Bray To The Lord,"Rock, Trad",5.12a,1,west virginia>seneca rocks>North Peak - West Face,,,,,,,
That's Reality,"Rock, Trad",5.12a,2,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Black Mamba,"Rock, Trad",5.12a,4,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Big Top,"Rock, Trad",5.12a,3.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Artz vs. Parker,"Rock, Trad",5.12a,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
I'll Buy That for a Dollar,"Rock, Trad",5.12a,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Replicant,"Rock, Trad",5.12a,4,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Genocide,"Rock, Trad",5.12a,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>4) Genocide Cave,,,,,,,
"Beast in Me, The","Rock, Trad",5.12a,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>7) Thunder Buttress,,,,,,,
L.S.D.,"Rock, Trad",5.12a,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>7) Thunder Buttress,,,,,,,
Let's Get Physical,"Rock, Trad",5.12a,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Lord of the Jungle,"Rock, Trad",5.12a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Rhythm of Movement,"Rock, Trad",5.12a,2,west virginia>the new river gorge>new river gorge proper>endless wall>E) Kaymoor Slabs,,,,,,,
"Rabbit Almost Died, The","Rock, Trad",5.12a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Golden Years,"Rock, Trad",5.12a,3,west virginia>the new river gorge>new river gorge proper>endless wall>O) Kline Wall,,,,,,,
"Brawn Wall, The","Rock, Trad",5.12a,3,west virginia>the new river gorge>new river gorge proper>fern buttress>6) Thieves Area,,,,,,,
Louisiana Lou and the Tickler of Poon,"Rock, Trad",5.12a,3,west virginia>the new river gorge>new river gorge proper>kaymoor>Rico Suave Buttress,,,,,,,
"Beckoning, The","Rock, Trad",5.12a,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
M&M,"Rock, Trad",5.12a,2,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Booger Sugar,"Rock, Trad",5.12a,3,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Mojo Jojo Crack,"Rock, Trad",5.12a,2,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Staccato,"Rock, Trad",5.12a/b,2,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
Inject The Venom,"Rock, Trad",5.12a/b,4,west virginia>bozoo>07. Necro Wall,,,,,,,
Biggest Grin Wins,"Rock, Trad",5.12a/b,4,west virginia>smoke hole canyon>Entrance Walls.,,,,,,,
King of Carrot Flowers,"Rock, Trad",5.12a/b,2,west virginia>the new river gorge>new river gorge proper>bubba city>French Wall,,,,,,,
Mixer,"Rock, Trad",5.12b,2,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Mind Bomb,"Rock, Trad",5.12b,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Heart of Darkness,"Rock, Trad",5.12b,4,west virginia>the new river gorge>meadow river gorge>south side crags>Orange Wall,,,,,,,
Reunification,"Rock, Trad",5.12b,2,west virginia>the new river gorge>new river gorge proper>bridge area>Promised Area,,,,,,,
Can't Find My Guernsey Cow,"Rock, Trad",5.12b,3,west virginia>the new river gorge>new river gorge proper>endless wall>H) Hellbound Area,,,,,,,
Briskett Back,"Rock, Trad",5.12b,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>N) The Undeserved Area,,,,,,,
Second Amendment,"Rock, Trad",5.12b,2,west virginia>the new river gorge>new river gorge proper>endless wall>P) Jacob's Ladder Area,,,,,,,
Jug Rash,"Rock, Trad",5.12b,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Yew Nosemite,"Rock, Trad",5.12b,2.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
"New Traditionalists, The","Rock, Trad",5.12b,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Chorus Line,"Rock, Trad",5.12b/c,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Scratchy Biscuits,"Rock, Trad",5.12c,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Meadowlark,"Rock, Trad",5.12c,1,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
